CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
06/20/2023,11:15,QUEENS,11372,40.748962,-73.89176,"(40.748962, -73.89176)",37 AVENUE,74 STREET,,1,0,0,0,1,0,0,0,Failure to Keep Right,Unspecified,,,,4639291,Sedan,Bike,,,
06/20/2023,14:08,BROOKLYN,11229,40.605793,-73.93999,"(40.605793, -73.93999)",,,1882      BATCHELDER STREET,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,4639337,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/20/2023,14:40,BRONX,10466,40.885666,-73.84226,"(40.885666, -73.84226)",,,1965      SCHIEFELIN AVENUE,1,0,1,0,0,0,0,0,Unspecified,,,,,4639264,Sedan,,,,
06/20/2023,7:02,BRONX,10471,40.889874,-73.88743,"(40.889874, -73.88743)",MAJOR DEEGAN EXPRESSWAY,MOSHOLU PARKWAY,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4639933,Sedan,Sedan,,,
06/20/2023,9:30,,,40.539898,-74.16103,"(40.539898, -74.16103)",RICHMOND AVENUE,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4639485,,,,,
06/20/2023,12:45,MANHATTAN,10010,40.73883,-73.983154,"(40.73883, -73.983154)",EAST 23 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4639828,Station Wagon/Sport Utility Vehicle,Bike,,,
06/20/2023,0:40,QUEENS,11422,40.669075,-73.74054,"(40.669075, -73.74054)",,,138-43    233 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,4639166,Sedan,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle
06/20/2023,16:00,,,40.572548,-74.16997,"(40.572548, -74.16997)",,,2975      RICHMOND AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4639542,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/20/2023,18:00,MANHATTAN,10119,40.751625,-73.99419,"(40.751625, -73.99419)",,,1         PENNSYLVANIA PLAZA,0,0,0,0,0,0,0,0,Passenger Distraction,Outside Car Distraction,,,,4639566,Sedan,Sedan,,,
06/20/2023,11:00,,,40.640762,-74.00767,"(40.640762, -74.00767)",7 AVENUE,,,1,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4639868,E-Bike,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,7:30,,,,,,PELHAM PARKWAY NORTH,STILLWELL AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4639398,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,11:15,QUEENS,11432,40.709816,-73.80108,"(40.709816, -73.80108)",HIGHLAND AVENUE,162 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4639747,Sedan,,,,
06/20/2023,0:04,,,40.828518,-73.84119,"(40.828518, -73.84119)",BRUCKNER BOULEVARD,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4639433,Sedan,,,,
06/20/2023,23:10,STATEN ISLAND,10308,40.55933,-74.162224,"(40.55933, -74.162224)",ARMSTRONG AVENUE,EAST BRANDIS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4639551,Station Wagon/Sport Utility Vehicle,,,,
06/20/2023,10:10,MANHATTAN,10002,40.71738,-73.99131,"(40.71738, -73.99131)",ALLEN STREET,GRAND STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4639331,Bike,Box Truck,,,
06/20/2023,9:17,,,40.689598,-73.91025,"(40.689598, -73.91025)",CENTRAL AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4639242,Sedan,PK,,,
06/20/2023,9:50,,,,,,,,96        WEST DRIVE,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,4639368,Bike,,,,
06/20/2023,16:49,,,,,,HORACE HARDING EXPRESSWAY,UTOPIA PARKWAY,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4639355,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,19:22,BRONX,10457,40.848755,-73.898705,"(40.848755, -73.898705)",PARK AVENUE,EAST 178 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4639425,Sedan,,,,
06/20/2023,21:11,,,40.607723,-74.1473,"(40.607723, -74.1473)",SOUTH GANNON AVENUE,WILLOWBROOK ROAD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4639505,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/20/2023,10:15,QUEENS,11372,40.750633,-73.892075,"(40.750633, -73.892075)",,,35-46     74 STREET,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4639849,Sedan,Bike,,,
06/20/2023,12:00,BROOKLYN,11208,40.67645,-73.86455,"(40.67645, -73.86455)",ELDERTS LANE,PITKIN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4639535,Sedan,,,,
06/20/2023,20:18,QUEENS,11356,40.789677,-73.85167,"(40.789677, -73.85167)",,,8-09      115 STREET,1,0,0,0,1,0,0,0,View Obstructed/Limited,View Obstructed/Limited,,,,4639407,Sedan,Bike,,,
06/20/2023,16:21,,,40.661964,-73.95705,"(40.661964, -73.95705)",BEDFORD AVENUE,,,1,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unsafe Speed,,,,4639788,Sedan,E-Bike,,,
06/20/2023,16:00,STATEN ISLAND,10304,40.628544,-74.07648,"(40.628544, -74.07648)",BAY STREET,PROSPECT STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4639460,Sedan,Sedan,,,
06/20/2023,20:30,,,40.686996,-73.95685,"(40.686996, -73.95685)",LEXINGTON AVENUE,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4640336,Pick-up Truck,,,,
06/20/2023,15:44,BROOKLYN,11212,40.663292,-73.92543,"(40.663292, -73.92543)",EAST 95 STREET,RUTLAND ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4640261,Sedan,Sedan,,,
06/20/2023,19:50,BROOKLYN,11217,40.67841,-73.97911,"(40.67841, -73.97911)",5 AVENUE,SAINT JOHNS PLACE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4639980,Moped,Sedan,,,
06/20/2023,7:13,,,40.704308,-73.91924,"(40.704308, -73.91924)",DE KALB AVENUE,,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,Unspecified,,,4640315,Station Wagon/Sport Utility Vehicle,Motorcycle,Station Wagon/Sport Utility Vehicle,,
06/20/2023,20:10,BROOKLYN,11221,40.687935,-73.9154,"(40.687935, -73.9154)",HANCOCK STREET,BUSHWICK AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4640137,Motorbike,Sedan,,,
06/20/2023,8:30,BROOKLYN,11213,40.66792,-73.94791,"(40.66792, -73.94791)",NEW YORK AVENUE,PRESIDENT STREET,,1,0,0,0,0,0,1,0,Following Too Closely,,,,,4640062,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,7:46,,,40.809406,-73.8803,"(40.809406, -73.8803)",FOOD CENTER DRIVE,HALLECK STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Alcohol Involvement,,,,4640067,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,10:45,QUEENS,11104,40.73822,-73.92633,"(40.73822, -73.92633)",50 AVENUE,39 PLACE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4640320,Sedan,,,,
06/20/2023,7:00,,,40.692776,-73.95769,"(40.692776, -73.95769)",WILLOUGHBY AVENUE,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4640334,Station Wagon/Sport Utility Vehicle,Box Truck,,,
06/20/2023,16:50,QUEENS,11379,40.713287,-73.87163,"(40.713287, -73.87163)",80 STREET,METROPOLITAN AVENUE,,1,0,0,0,0,0,1,0,View Obstructed/Limited,Unspecified,,,,4640021,Motorcycle,Sedan,,,
06/20/2023,15:15,,,40.667236,-73.770004,"(40.667236, -73.770004)",BELT PARKWAY,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4640516,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
06/20/2023,12:43,QUEENS,11102,40.776466,-73.92738,"(40.776466, -73.92738)",ASTORIA PARK SOUTH,14 STREET,,1,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4640466,Sedan,E-Scooter,,,
06/20/2023,4:00,BRONX,10466,40.889496,-73.857925,"(40.889496, -73.857925)",,,747       EAST 228 STREET,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4640372,Sedan,Sedan,,,
06/20/2023,13:40,BROOKLYN,11201,40.689014,-73.99497,"(40.689014, -73.99497)",,,236       CLINTON STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4640241,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,22:00,BROOKLYN,11226,40.643127,-73.950676,"(40.643127, -73.950676)",EAST 28 STREET,CLARENDON ROAD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4640270,Sedan,Moped,,,
06/20/2023,16:20,,,40.71463,-73.751335,"(40.71463, -73.751335)",JAMAICA AVENUE,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4640091,Sedan,,,,
06/20/2023,15:55,,,40.662693,-73.91871,"(40.662693, -73.91871)",HOWARD AVENUE,,,1,0,1,0,0,0,0,0,Unspecified,,,,,4640517,,,,,
06/20/2023,15:08,QUEENS,11412,40.69612,-73.746185,"(40.69612, -73.746185)",FRANCIS LEWIS BOULEVARD,LINDEN BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inexperience,Lost Consciousness,,,,4640149,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/20/2023,21:30,,,40.757908,-73.9893,"(40.757908, -73.9893)",8 AVENUE,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4640430,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,17:54,,,40.711975,-73.76945,"(40.711975, -73.76945)",190 STREET,JAMAICA AVENUE,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,4640504,Sedan,E-Bike,,,
06/20/2023,20:57,BROOKLYN,11203,40.655334,-73.93077,"(40.655334, -73.93077)",UTICA AVENUE,LENOX ROAD,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,4640263,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,8:25,BROOKLYN,11203,40.650467,-73.92443,"(40.650467, -73.92443)",SNYDER AVENUE,EAST 56 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4640272,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
06/20/2023,3:30,,,,,,van wyck expressway,linden boulevard,,1,0,0,0,0,0,1,0,Driverless/Runaway Vehicle,Following Too Closely,Following Too Closely,,,4640145,Sedan,Sedan,Dump,,
06/20/2023,23:55,,,40.809406,-73.8803,"(40.809406, -73.8803)",HALLECK STREET,FOOD CENTER DRIVE,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Traffic Control Disregarded,,,,4640068,Tractor Truck Diesel,Pick-up Truck,,,
06/20/2023,17:30,BROOKLYN,11210,40.63771,-73.948166,"(40.63771, -73.948166)",,,1957      NOSTRAND AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4640273,Sedan,,,,
06/21/2023,19:30,,,,,,NASSAU EXPRESSWAY,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,4639663,Sedan,Motorscooter,,,
06/21/2023,10:05,BRONX,10469,,,,BAYCHESTER AVENUE,EDSON AVENUE,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,4639753,Sedan,Motorcycle,,,
06/21/2023,16:20,,,40.716778,-73.93635,"(40.716778, -73.93635)",MASPETH AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Oversized Vehicle,,,,4639681,Sedan,Tractor Truck Diesel,,,
06/21/2023,15:40,STATEN ISLAND,10304,40.613586,-74.08267,"(40.613586, -74.08267)",PARK HILL AVENUE,SOBEL COURT,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4639771,Sedan,Sedan,,,
06/21/2023,7:26,,,40.719063,-73.90729,"(40.719063, -73.90729)",FLUSHING AVENUE,59 AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4640027,Station Wagon/Sport Utility Vehicle,Tractor Truck Gasoline,,,
06/21/2023,14:58,,,40.686817,-73.97821,"(40.686817, -73.97821)",ASHLAND PLACE,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4640309,Sedan,Bike,,,
06/21/2023,11:15,QUEENS,11378,40.72428,-73.898445,"(40.72428, -73.898445)",GRAND AVENUE,HAMILTON PLACE,,3,0,0,0,0,0,3,0,Following Too Closely,Unspecified,,,,4640012,Station Wagon/Sport Utility Vehicle,Box Truck,,,
06/21/2023,0:16,QUEENS,11420,40.682285,-73.80805,"(40.682285, -73.80805)",LINDEN BOULEVARD,134 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,4639362,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
06/21/2023,17:26,,,,,,WILLIAMSBURG BRIDGE INNER ROADWA,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,4640479,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
06/21/2023,9:05,,,40.61023,-74.10529,"(40.61023, -74.10529)",STATEN ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,4639741,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
06/21/2023,0:50,STATEN ISLAND,10304,40.59265,-74.10083,"(40.59265, -74.10083)",FOREST ROAD,RICHMOND ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4640131,Sedan,Sedan,,,
06/21/2023,20:30,MANHATTAN,10027,40.809494,-73.94797,"(40.809494, -73.94797)",,,2116      7 AVENUE,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,4639810,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,9:07,,,40.721905,-73.84502,"(40.721905, -73.84502)",70 ROAD,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4640054,Box Truck,Sedan,,,
06/21/2023,2:40,,,40.76422,-73.98099,"(40.76422, -73.98099)",7 AVENUE,,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,4639408,Station Wagon/Sport Utility Vehicle,,,,
06/21/2023,7:50,BROOKLYN,11203,40.653873,-73.94509,"(40.653873, -73.94509)",,,68        EAST 35 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4640276,Sedan,,,,
06/21/2023,11:42,,,40.67786,-73.93863,"(40.67786, -73.93863)",ATLANTIC AVENUE,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4639818,Station Wagon/Sport Utility Vehicle,Bike,,,
06/21/2023,16:05,QUEENS,11436,40.668636,-73.79189,"(40.668636, -73.79189)",147 STREET,133 AVENUE,,3,0,0,0,0,0,3,0,Unsafe Speed,Driver Inattention/Distraction,,,,4640162,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/21/2023,8:50,BRONX,10469,40.873344,-73.85654,"(40.873344, -73.85654)",,,3316      LURTING AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4639450,Sedan,,,,
06/21/2023,23:14,QUEENS,11414,40.658302,-73.83388,"(40.658302, -73.83388)",99 STREET,160 AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4639662,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,9:58,BROOKLYN,11232,40.65476,-74.00724,"(40.65476, -74.00724)",,,976       3 AVENUE,3,0,2,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4639876,Sedan,Sedan,Sedan,,
06/21/2023,19:00,STATEN ISLAND,10306,40.575653,-74.119514,"(40.575653, -74.119514)",,,10        NEW DORP LANE,1,0,0,0,0,0,1,0,Lost Consciousness,,,,,4640119,Sedan,,,,
06/21/2023,12:14,,,,,,HAMILTON AVENUE,BROOKLYN QNS EXPRESSWAY,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4639638,Sedan,Tractor Truck Diesel,,,
06/21/2023,8:04,MANHATTAN,10002,40.7224,-73.99165,"(40.7224, -73.99165)",CHRYSTIE STREET,STANTON STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,4639570,Sedan,,,,
06/21/2023,6:45,QUEENS,11419,40.689445,-73.808716,"(40.689445, -73.808716)",VANWYCK EXPRESSWAY,106 AVENUE,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,4640508,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,18:30,BROOKLYN,11209,40.623997,-74.036736,"(40.623997, -74.036736)",COLONIAL ROAD,87 STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4639621,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,0:45,MANHATTAN,10018,40.753754,-73.98863,"(40.753754, -73.98863)",,,526       7 AVENUE,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4639587,Taxi,Bike,,,
06/21/2023,21:25,BROOKLYN,11236,40.648354,-73.91001,"(40.648354, -73.91001)",EAST 94 STREET,AVENUE D,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4639657,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,7:55,,,,,,BROOKLYN QUEENS EXPRESSWAY RAMP,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4639499,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
06/21/2023,17:10,MANHATTAN,10010,40.73831,-73.98775,"(40.73831, -73.98775)",PARK AVENUE SOUTH,EAST 20 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4639825,Box Truck,Taxi,,,
06/21/2023,8:54,BRONX,10457,40.848377,-73.89631,"(40.848377, -73.89631)",,,1968      BATHGATE AVENUE,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4639974,Sedan,,,,
06/21/2023,18:00,BROOKLYN,11235,40.58115,-73.96376,"(40.58115, -73.96376)",NEPTUNE AVENUE,BRIGHTON 5 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4640294,Station Wagon/Sport Utility Vehicle,,,,
06/21/2023,0:00,,,,,,,,500       MAIN STREET,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4640490,Sedan,,,,
06/21/2023,17:24,BRONX,10451,40.829144,-73.9287,"(40.829144, -73.9287)",,,20        EAST 161 STREET,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4639966,Sedan,,,,
06/21/2023,11:50,QUEENS,11356,40.781693,-73.839615,"(40.781693, -73.839615)",20 AVENUE,129 STREET,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,4639529,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,5:00,,,40.749283,-73.756645,"(40.749283, -73.756645)",LONG ISLAND EXPRESSWAY,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Passing or Lane Usage Improper,,,,4639645,Sedan,Sedan,,,
06/21/2023,19:00,BROOKLYN,11212,40.656784,-73.91379,"(40.656784, -73.91379)",CHURCH AVENUE,EAST 98 STREET,,1,0,0,0,0,0,1,0,Unspecified,,,,,4640275,Sedan,Bus,,,
06/21/2023,15:00,QUEENS,11421,40.692665,-73.85644,"(40.692665, -73.85644)",,,87-50     JAMAICA AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4639702,Sedan,,,,
06/21/2023,12:48,BROOKLYN,11207,40.67816,-73.897484,"(40.67816, -73.897484)",JAMAICA AVENUE,PENNSYLVANIA AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Traffic Control Disregarded,,,,4639609,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/21/2023,9:40,QUEENS,11414,40.6724,-73.856834,"(40.6724, -73.856834)",,,133-40    79 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4639950,Station Wagon/Sport Utility Vehicle,,,,
06/21/2023,13:12,,,40.66095,-73.92906,"(40.66095, -73.92906)",REMSEN AVENUE,RUTLAND ROAD,,1,0,0,0,0,0,1,0,Unspecified,,,,,4640265,Station Wagon/Sport Utility Vehicle,,,,
06/21/2023,0:00,,,40.692795,-73.92116,"(40.692795, -73.92116)",GROVE STREET,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4640344,Station Wagon/Sport Utility Vehicle,,,,
06/21/2023,14:09,QUEENS,11354,40.76838,-73.80838,"(40.76838, -73.80838)",,,156-06    33 AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4639790,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,13:20,,,40.706493,-73.90285,"(40.706493, -73.90285)",WOODBINE STREET,FOREST AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4640016,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,15:12,BRONX,10469,40.868263,-73.85894,"(40.868263, -73.85894)",,,2929      BOSTON ROAD,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4639820,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,13:05,QUEENS,11105,40.771236,-73.9038,"(40.771236, -73.9038)",,,43-26     DITMARS BOULEVARD,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,4639723,Van,Motorcycle,,,
06/21/2023,12:35,MANHATTAN,10030,40.815304,-73.94371,"(40.815304, -73.94371)",WEST 135 STREET,7 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4640597,Station Wagon/Sport Utility Vehicle,,,,
06/21/2023,15:30,,,,,,NEW ENGLAND THRUWAY,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4640187,Bus,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
06/21/2023,9:15,,,40.864132,-73.89132,"(40.864132, -73.89132)",MARION AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4639668,Station Wagon/Sport Utility Vehicle,,,,
06/21/2023,0:00,,,40.68087,-73.97515,"(40.68087, -73.97515)",FLATBUSH AVENUE,,,2,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4639999,Station Wagon/Sport Utility Vehicle,E-Scooter,,,
06/21/2023,16:13,QUEENS,11415,40.70675,-73.8318,"(40.70675, -73.8318)",,,82-46     LEFFERTS BOULEVARD,1,0,0,0,0,0,1,0,Backing Unsafely,Unspecified,,,,4639744,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,17:55,QUEENS,11691,40.596256,-73.76684,"(40.596256, -73.76684)",SEAGIRT BOULEVARD,ROCKAWAY FREEWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4640208,Sedan,AMBULANCE,,,
06/21/2023,21:12,,,40.832897,-73.862274,"(40.832897, -73.862274)",WHITE PLAINS ROAD,WESTCHESTER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4639813,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
06/21/2023,1:35,,,40.63552,-74.0167,"(40.63552, -74.0167)",65 STREET,6 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4639379,Sedan,,,,
06/21/2023,4:53,,,40.8178,-73.89299,"(40.8178, -73.89299)",BRUCKNER EXPRESSWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4640070,Sedan,,,,
06/21/2023,8:15,BROOKLYN,11215,40.66359,-73.9911,"(40.66359, -73.9911)",17 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4640280,Flat Rack,,,,
06/21/2023,0:27,BRONX,10457,40.85025,-73.9007,"(40.85025, -73.9007)",EAST BURNSIDE AVENUE,VALENTINE AVENUE,,1,0,0,0,0,0,1,0,Unspecified,,,,,4639414,Motorcycle,,,,
06/21/2023,9:00,BRONX,10468,40.86269,-73.910545,"(40.86269, -73.910545)",,,2121      CEDAR AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4639667,Station Wagon/Sport Utility Vehicle,,,,
06/21/2023,18:15,BRONX,10460,40.835938,-73.86697,"(40.835938, -73.86697)",,,1426      BEACH AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4639815,Station Wagon/Sport Utility Vehicle,,,,
06/21/2023,14:40,,,,,,TILLARY STREET,BROOKLYN QNS EXPRESSWAY,,0,0,0,0,0,0,0,0,View Obstructed/Limited,,,,,4640048,Sedan,,,,
06/21/2023,16:00,,,40.697315,-73.932274,"(40.697315, -73.932274)",BUSHWICK AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4639731,Station Wagon/Sport Utility Vehicle,,,,
06/21/2023,23:45,,,40.801914,-73.95348,"(40.801914, -73.95348)",WEST 114 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4639979,Sedan,Sedan,Sedan,,
06/21/2023,23:50,QUEENS,11413,40.67337,-73.75619,"(40.67337, -73.75619)",SPRINGFIELD BOULEVARD,139 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4640148,Sedan,,,,
